record,age,sex,weight,hungry,fast_food,fruit,vegetable,soft_drink,cigarette,alcohol
2075,14,Male,Overweight,Never,0 days,1 time per day,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
2076,13,Female,NA,Never,0 days,1 time per day,1 time per day,I did not drink carbonated soft drinks,0 days,1 or 2 days
2077,13,Female,NA,Never,1 day,1 time per day,1 to 3 times during the past 7 days,4 or more times per day,0 days,NA
2078,13,Male,Overweight,Rarely,0 days,1 time per day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,10 to 19 days
2079,14,Male,NA,Never,0 days,2 times per day,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
2080,13,Male,Average weight,Never,0 days,I did not eat fruit during the past 7 days,2 times per day,2 times per day,0 days,0 days
2081,13,Female,Average weight,Never,0 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,1 time per day,0 days,0 days
2082,14,Male,Average weight,Never,0 days,I did not eat fruit during the past 7 days,2 times per day,2 times per day,0 days,1 or 2 days
2083,13,Male,NA,Never,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
2084,14,Male,Underweight,NA,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
2085,13,Male,NA,NA,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,NA,0 days
2086,15,Female,NA,Rarely,0 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
2087,14,Male,Overweight,Never,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
2088,13,Female,Overweight,Never,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,6 to 9 days
2089,14,Female,Average weight,Never,2 days,1 to 3 times during the past 7 days,2 times per day,I did not drink carbonated soft drinks,0 days,6 to 9 days
2090,14,Female,NA,Never,1 day,1 time per day,2 times per day,4 or more times per day,0 days,1 or 2 days
2091,15,Female,NA,Always,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,I did not drink carbonated soft drinks,All 30 days,10 to 19 days
2092,16,Female,NA,Always,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,I did not drink carbonated soft drinks,All 30 days,10 to 19 days
2093,14,Female,NA,Rarely,0 days,1 time per day,4 or more times per day,I did not drink carbonated soft drinks,0 days,0 days
2094,13,Female,Average weight,Never,2 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,4 or more times per day,0 days,1 or 2 days
2095,13,Female,NA,Never,0 days,1 to 3 times during the past 7 days,1 time per day,1 to 3 times during the past 7 days,0 days,0 days
2096,14,Female,NA,Never,0 days,I did not eat fruit during the past 7 days,4 to 6 times during the past 7 days,4 or more times per day,0 days,3 to 5 days
2097,13,Female,Average weight,Never,2 days,4 or more times per day,4 or more times per day,4 or more times per day,6 to 9 days,20 to 29 days
2098,15,Female,NA,Never,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
2099,14,Male,NA,Never,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
2100,15,Male,NA,Never,0 days,2 times per day,1 time per day,I did not drink carbonated soft drinks,All 30 days,10 to 19 days
2101,14,Male,Average weight,Sometimes,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,3 to 5 days,6 to 9 days
2102,15,Male,Average weight,Never,0 days,2 times per day,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
2103,15,Female,Average weight,Rarely,7 days,4 to 6 times during the past 7 days,1 time per day,I did not drink carbonated soft drinks,0 days,1 or 2 days
2104,14,Male,NA,Never,0 days,2 times per day,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
2105,14,Female,Average weight,Rarely,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
2106,14,Male,NA,Never,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
2107,15,Male,Overweight,Never,1 day,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
2108,13,Male,NA,Never,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,4 to 6 times during the past 7 days,0 days,3 to 5 days
2109,15,Female,Overweight,Never,0 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
2110,14,Female,Average weight,Sometimes,0 days,2 times per day,2 times per day,I did not drink carbonated soft drinks,0 days,1 or 2 days
2111,14,Male,Overweight,Never,0 days,4 or more times per day,2 times per day,I did not drink carbonated soft drinks,0 days,1 or 2 days
2112,14,Male,NA,Never,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,3 to 5 days
2113,14,Female,Average weight,Rarely,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
2114,14,Male,NA,Never,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
2115,14,Male,Overweight,Rarely,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,3 to 5 days
2116,14,Female,Average weight,Never,0 days,2 times per day,2 times per day,1 to 3 times during the past 7 days,0 days,1 or 2 days
2117,14,Male,Overweight,Never,0 days,4 to 6 times during the past 7 days,I did not eat vegetables during the past 7 days,3 times per day,0 days,3 to 5 days
2118,14,Male,Average weight,Never,0 days,3 times per day,3 times per day,I did not drink carbonated soft drinks,0 days,3 to 5 days
2119,15,Female,NA,Rarely,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,6 to 9 days
2120,14,Female,Average weight,Never,2 days,1 time per day,2 times per day,1 to 3 times during the past 7 days,All 30 days,20 to 29 days
2121,14,Male,Average weight,Never,0 days,4 to 6 times during the past 7 days,NA,1 time per day,0 days,0 days
2122,14,Female,Average weight,Never,0 days,1 time per day,4 or more times per day,3 times per day,0 days,NA
2123,14,Female,Overweight,Never,0 days,1 time per day,4 or more times per day,1 to 3 times during the past 7 days,0 days,1 or 2 days
2124,15,Male,NA,Never,0 days,3 times per day,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,1 or 2 days
2125,15,Male,Average weight,Never,0 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,I did not drink carbonated soft drinks,0 days,1 or 2 days
2126,15,Female,Average weight,Never,0 days,I did not eat fruit during the past 7 days,3 times per day,I did not drink carbonated soft drinks,0 days,3 to 5 days
2127,14,Female,NA,Never,4 days,1 time per day,I did not eat vegetables during the past 7 days,3 times per day,0 days,1 or 2 days
2128,14,Female,NA,Never,4 days,2 times per day,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
2129,16,Male,Average weight,Always,0 days,3 times per day,2 times per day,4 or more times per day,0 days,3 to 5 days
2130,14,Male,NA,Never,1 day,4 or more times per day,4 or more times per day,1 time per day,0 days,NA
2131,15,Male,Overweight,Rarely,1 day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,4 or more times per day,0 days,3 to 5 days
2132,15,Female,Average weight,Never,0 days,1 time per day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,3 to 5 days
2133,14,Male,NA,Never,0 days,1 time per day,3 times per day,4 or more times per day,1 or 2 days,3 to 5 days
2134,17,Male,Average weight,Always,0 days,4 or more times per day,4 or more times per day,4 or more times per day,3 to 5 days,10 to 19 days
2135,16,Female,Average weight,Never,3 days,1 time per day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
2136,15,Female,NA,Never,2 days,I did not eat fruit during the past 7 days,2 times per day,4 or more times per day,1 or 2 days,6 to 9 days
2137,15,Female,NA,Rarely,0 days,1 time per day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
2138,14,Female,Average weight,Never,0 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,3 times per day,0 days,1 or 2 days
2139,14,Male,NA,Never,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,3 times per day,0 days,0 days
2140,14,Male,Overweight,Never,3 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,3 times per day,0 days,0 days
2141,14,Female,NA,Always,0 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,6 to 9 days
2142,14,Female,NA,Never,0 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
2143,14,Female,Average weight,Never,1 day,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
2144,16,Female,NA,Never,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
2145,14,Female,Overweight,Sometimes,0 days,1 to 3 times during the past 7 days,1 time per day,I did not drink carbonated soft drinks,0 days,0 days
2146,14,Female,Average weight,Never,0 days,I did not eat fruit during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,3 to 5 days
2147,15,Female,Average weight,Never,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,0 days,3 to 5 days
2148,15,Male,Overweight,Never,1 day,I did not eat fruit during the past 7 days,3 times per day,I did not drink carbonated soft drinks,6 to 9 days,6 to 9 days
2149,15,Female,Average weight,Rarely,1 day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 or 2 days,1 or 2 days
2150,16,Female,Average weight,Never,0 days,1 to 3 times during the past 7 days,1 time per day,3 times per day,1 or 2 days,0 days
2151,15,Male,Average weight,Never,0 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,I did not drink carbonated soft drinks,0 days,1 or 2 days
2152,15,Male,Average weight,Never,0 days,3 times per day,1 time per day,1 to 3 times during the past 7 days,3 to 5 days,1 or 2 days
2153,16,Female,Overweight,Never,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 or 2 days,0 days
2154,15,Male,Overweight,Never,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,I did not drink carbonated soft drinks,0 days,6 to 9 days
2155,16,Female,Average weight,Never,0 days,I did not eat fruit during the past 7 days,4 to 6 times during the past 7 days,I did not drink carbonated soft drinks,0 days,6 to 9 days
2156,16,Female,Overweight,Rarely,0 days,1 to 3 times during the past 7 days,2 times per day,1 to 3 times during the past 7 days,0 days,1 or 2 days
2157,16,Male,NA,Never,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,6 to 9 days
2158,15,Female,NA,Never,0 days,I did not eat fruit during the past 7 days,4 to 6 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
2159,15,Male,NA,Rarely,0 days,1 to 3 times during the past 7 days,1 time per day,2 times per day,0 days,0 days
2160,16,Male,NA,Never,4 days,1 to 3 times during the past 7 days,3 times per day,4 or more times per day,0 days,3 to 5 days
2161,15,Male,Average weight,Never,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
2162,16,Male,Average weight,Never,0 days,4 to 6 times during the past 7 days,1 time per day,1 to 3 times during the past 7 days,0 days,1 or 2 days
2163,15,Female,Overweight,Rarely,1 day,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
2164,16,Female,Overweight,Sometimes,0 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
2165,15,Female,Average weight,Never,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
2166,17,Female,Average weight,Rarely,0 days,1 time per day,1 to 3 times during the past 7 days,2 times per day,0 days,0 days
2167,16,Female,Average weight,Never,0 days,1 to 3 times during the past 7 days,2 times per day,I did not drink carbonated soft drinks,0 days,1 or 2 days
2168,17,Male,Average weight,Never,0 days,I did not eat fruit during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,1 or 2 days,3 to 5 days
2169,16,Male,Overweight,Never,1 day,1 time per day,4 or more times per day,1 to 3 times during the past 7 days,0 days,3 to 5 days
2170,16,Male,Average weight,Never,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
2171,16,Male,NA,Never,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
2172,16,Male,Average weight,Never,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,3 to 5 days
